text,mood
මට ඒක පාලනය කළ නොහැක,Bad
අද හරිම මූසල දවසක්,Bad
ටීචර් මගේ වැඩේ කඩලා අලුතින් කරන්න කිව්වා… හරිම අමාරුයි,Bad
ලස්සන පොඩි බල්ලෙක් ඇවිත් මට ආයුබෝවන් කිව්වා,Happy
පන්තියට ගියා.,Normal
අවසානයේදී ඇය ඇගේ ව්යාජ සිනහව අතහැර දමා සෙමෙන් කඳුළු සලමින් ඇගේ මුහුණ සෙමෙන් පහත් කරගන්නවාන් ඇය තමාටම කෙඳිරිගාමින් මට ම වීමට අවශ්ය නැහැ,Bad
මම ගැටලුව වෙනවා,Bad
අද දවස පුරා නිකන් හිටියා.,Normal
අද ගෙදර වැඩ ටික ඉවර කළා.,Normal
අන්තිම සතිය මම මගේ පවුල සමඟ ටැංකි කැපවීමට ගියා,Happy
අවසන් පූර්ව වටයේ ක්රිකට් තරගය ඉන්දියාව ජයගත්තා සතුටුයි,Happy
අද හරිම හොඳ දවසක්,Happy
ටයර් නමුත් ටයරය,Bad
අද ජනතාවගේ දෛනික කටයුතු සාමාන්යයි.,Normal
සෑම විට,Bad
පරණ යාළුවෙක් එක්ක කතා කළා,Happy
නිවසින් පිටව යන ආකාරය මට උගන්වන්න,Bad
හිතට අමාරුයි,Bad
හැම විටම තනිකමක් දැනෙනවා,Bad
අද හෙටට uniform එක සකස් කළා.,Normal
අද වැඩ කරලා නිදියන්න ගියා.,Normal
අද ටිකක් spelling practice කළා.,Normal
කාලෙකින් කතා නොකර හිටිය මට යාළුවෙකුගෙන් දුරකතන ඇමතුමක් ආවා,Happy
අද යාළුවෝ මගේ රහස කියල දාන්න ගියා. ඒකෙන් මට හරිම දුකයි,Bad
මම මගේ මිතුරාගේ උපන්දින සාදයේදී බොහෝ සතුටක් ලැබුවෙනවා එම සාදයේදී මම විනෝද වූ බැවිනි,Happy
මම හිතන්නේ මම වැඩි කාලයක් ජීවත් වෙනවා කියලා,Bad
අද පන්තියේ attendance එක දුන්නා.,Normal
අද chapter එකේ පළමු කොටස කරගත්තා.,Normal
මම ඊයේ රෑ තරමක් කලින් නින්දට ගියාට මට අමතර නින්දක් අවශ්ය වූ අතර ඒක අද උදෑසන මට හොඳ හැඟීමක් තියෙනවා කළේය,Happy
අද උදේ ටිකක් ඉක්මනින් ගෙදරින් පිටවුණා.,Normal
මායි හොඳම යාලුවයි අතර පොඩි අවුලක් වුනා අපි දෙන්නම දුකයි,Bad
මගේ මුළු ජීවිත කාලයම මා විනිශ්චය කරනු ලබන්නේ මා නොසලකා හරින අය මා නොසලකා හරින අය ඔවුන් කිසි විටෙකත් මා හැර නොයන බවත් මා වඩාත්ම ආදරය කරන අය රිදවන බවත් පවසන අය විසිනි,Bad
හදවත බිඳීම මිනිසුන් වෙනස් කරයි,Bad
මව නිවැරදි කර ගන්න සහ මා විනාශ කරන්න අවශ්ය වීම අතර මම නිරන්තරයෙන් කඳුළු වලනවා,Bad
ග්රීට් බුක් ක්ලබ් එම්ප් වෙනත් සේ්රෘ දෙනෙකුගෙන් යුත් කියවන මිනිසුන් කණ්ඩායමක් මරණයෙන් පසු ජීවිතය සහ වෙනත් ඕනෑම දෙයක් ගැන කිරි ආහාර අදහස් සාකච්ඡා කරන්න මම ඔබේ පොත් සමාජයට විශාලනය කරනවා,Bad
මගේ මිතුරා වේගාස් හි ඉන්න විට විශාල මුදලක් දිනා ගත් බව මම දැන හිටියෙමි,Happy
මට විසි කරන්න ඕන,Bad
මෙතන ඉන්න ඕන නෑ,Bad
අද නිකන් කම්මැලි,Normal
මගේ මිතුරන් සමඟ කඳවුරු බැඳීම මට සතුටක් ගෙන දුන්නේ ඒක මා සැබවින්ම විඳිනවා විනෝදාංශයක් වන බැවිනි,Happy
මම අද වෙනවාලාසනින් නැගිට්ටේ මගේ දුව ස්පාඤ්ඤයට යන ගමනේ ආරම්භයට කැඳවාගෙන යන්නයි මට බය හිතුණා මට වැඩිපුර නින්ද යයි කියලා,Happy
ගමනේදී කවුළුවෙන් බලලා හිටියා.,Normal
අද මම සතුටෙන්,Happy
අද ICT පාඩම සාමාන්යයි.,Normal
අද රෑ මා වෙනුවෙන් එහි ඉන්න ලෙස කෑගසන්න,Bad
ඔව් යාළුවෝ එක්ක වුණ ප්‍රශ්නය අමතක කරන්න කැමතියි,Bad
ජීවත් වීමට කිසිවක් නැහැ,Bad
මම දිවා ආහාර වෙනවාලෙහි මගේ සඟරාවෙනවා ලිවීය,Happy
මම මෑතකදී මගේ පෙම්වතිය සමඟ කතා කළ අතර ඇය මට ආදරය කරන බව පැවසුවාය,Happy
ඇයි මට ඔයාගේ ආදරය වෙන්න බැරි,Bad
මාව බඳින්න,Bad
මම මගේ සැමියා සමඟ රසවත් රාත්රී භෝජන සංග්රහයක් කැවෙනවා,Happy
මම ඊයේ රාත්රියේ පන්තියේදී බෙලිඩන්ස් නැටුම් ශිල්පයක් ඉගෙන ගන්න පටන් ගියා ඒක චිත්රාගාරයේ ප්රධාන ආහාරයක් වන අතර තියෙනවා්ත වශයෙන්ම යම් මලල ක්රීඩාවක් අවශ්ය වෙනවා,Happy
අද කෑම පසුව කාලය ගියා.,Normal
නෑ විශේෂ දෙයක් වුණේ නෑ,Normal
සමහර විට මම හිතන්නේ මගේ ආත්ම අභිමටනය හොඳ අතට හැරෙන අතර පසුව ඒක එසේ වනු තියෙනවා,Bad
ඔබ මගුලක් නොදෙන විට සියල්ල යහපත් වෙනවා,Bad
අද හොඳටම නෙවෙයි නරකටම නෙවෙයි.,Normal
මම ජිම් එකේ ලොකු ව්යායාමයක් කළා,Happy
බලාපොරොත්තු වුණා වඩා මුදල් වියදම් වුණා,Bad
පසුගිය මාස ත් තුළ මා සතුටු කළ සිදුවීමක් වූයේ මම හමුවීමට යන්න කැමති ගැහැණු ළමයෙකු සමඟ හමුවීමට යාමයි,Happy
නෑ නෑ හිතට අමාරුයි,Bad
අද දවස හරිම සතුටක්,Happy
ලිංගිකව හැසිරෙන විට ඔබ හිතන්නේ මම ප්රමාණවත් කියලා ඔබ සිතනවාද,Bad
නෑ අමතක කරන්න දෙයක් නෑ,Normal
මම රාත්රී ආහාරය පිසූ අතර ඒක පුදුම සහගත වුණා,Happy
පාන්දර ්ට සියදිවි නසා ගැනීම ගැන හිතන්න,Bad
මගේ පළමු වැටුපෙන් නංගිට ඇඳුම් සහ සෙල්ලම් බඩු තෑගි කළා,Happy
තාම අමාරුයි නැගිටින්න ඇඳුමක් ගන්න,Bad
මම සම්පූර්ණයෙන්ම නිශ්ශබ්දව හෝ සම්පූර්ණයෙන්ම බෙදා හදා ගන්නවා,Bad
ඔබ පරිපූර්ණ නැහැ නිසා ඔබ ලස්සන නැහැ බව අදහස් නොවෙනවා,Bad
මගේ ප්රියතම ගීත දෙක සමහර විට,Normal
මම අද දහවල් මගේ සැමියා සමඟ ඇඳ මත නිදාගත් අතර ඇයට එතරම් සමීපව හුරතල් වීම මිහිරි වුනා,Happy
වෙනස් දෙයක් වුනා එත් විශේෂ දෙයක් දැනුනේ නෑ,Normal
හානියක් නොවන පරිදි මම සියල්ල අවසන් කරනවා,Bad
මේ දවස්වල මගේ අම්මා මගේ හැඟීම් සහ තත්වයන් තේරුම් ගන්නවා,Happy
අද වැඩ කරන අතර කාලය ගෙවුණා.,Normal
නැහැවෙලා කියලා හිතපු මගේ බල්ලාට හදපු පරණ සෙල්ලම් බඩුවක් හම්බුණා,Happy
අද කුඩා errands ටික කරා.,Normal
මම මගේ පහළම මාලයේ මගේ ඉලෙක්ට්රොනික ඩාර්ට් පුවරුව සඳහා නව ඩාර්ට්ස් ලබා ගත්තා,Happy
මගේ මටමා විදේශයක සේවය කරන අතර ඔහු මෙහි ඉන්න විට ඒක මට වටිනා කාලයකි,Happy
නෑ නෑ මට හොඳයි අද,Happy
රාත්රී ආහාරය සඳහා මගේ නැන්දම්මා බැලීමට ගියා සතුටුයි,Happy
සාමාන්ය ලෙස යාලුවන් එක්ක හිටියා.,Normal
අද හරිම කාලකන්නි දවසක්,Bad
මට ස්වයං කඩාකප්පල්කාරී වුණා නොහැක,Bad
ඔව් ටීචර් කෑගැසුවා මට,Bad
මම ගෙදර වැඩ කරලා නැති නිසා අද ටීචර් මට හොඳටම බැන්නා,Bad
කාලසටහන බලලා හෙටට සූදානම් වුණා.,Normal
අද රෑ වැඩේදි හිතවත් අය එක්ක හොඳින් වැඩ කළා සතුටුයි,Happy
මම මගේ පාසල් මිතුරන් හමු වී බොහෝ සතුටක් ලැබුවා,Happy
අද මට වැඩි අසනීපයක් නෑ.,Normal
අපි සත්වෝද්යානයට ගිහින් සතුන් බලලා ෆෝන් එකෙන් ෆොටෝ ගත්තා සතුටුයි,Happy
හිත හරිම අවුල් වෙලා,Bad
හැලොවීන් සඳහා කුඩා පුස් පැටවෙකු පමණි,Bad
අද උදේ ටිකක් සැහැල්ලුයි.,Normal
මම සිනමා ශාලාවට ගියා,Happy
මෙය මානසික අවපීඩනයද මානසික ප්රගතියද යන්න කිව නොහැක,Bad
ඔවුන් සැලකිල්ලක් දක්වන නමුත් ඔවුන් සලකන්නේ නැහැ,Bad
අද කාර්යාල කටයුතු සාමාන්ය ලෙස සිදු වුණා.,Normal
නෑ අද හොඳ නෑ,Bad
අද කුඩා කතාබහක් කරලා හිටියා.,Normal
අද කාලය ටිකක් මන්දගාමී වගේම ගියා.,Normal
යාලුවන් එක්ක ටිකක් කතා කළා.,Normal
මොකද වෙන්නේ අපි කතාව නවත්තමු,Bad
අද මට ගොඩක් සතුටුදායක දවසක් වුණා,Happy
නෑ අවුලක් වුණේ නෑ,Normal
මට සතුටක් දැනුනා,Happy
ඔබේ පෞරුෂය කැත නම් ඔබ කෙතරම් ආකර්ෂණීයද යන්න මට ප්රශ්නයක් නැහැ,Bad
අද පාඩම් කරන අතර තේ කෝප්පයක් බිව්වා.,Normal
අද කාර්යාල කටයුතු නිතර පරිදි සිදු වුණා.,Normal
අද පාසල් වල පන්ති සාමාන්ය ලෙස පැවැත්විණි.,Normal
මම වේදනාවට නොසන්සුන් වෙනවා,Bad
වචනාර්ථයෙන් කිසිවෙකු මා වෙනුවෙන් කිසිදා නොඉන්නු තියෙනවා,Bad
කරුණාකර මම ඔබෙන් කන්නලව් කරනවා වගේ මට කතා කරන්න කෙනෙක් ඕන,Bad
අද චිත්ර පන්තිය සාමාන්යයි.,Normal
මට නව රැකියාවක් ලැබුණා අභියෝගයක් වුණත් මට ආරක්ෂිත බවක් දැනුණා,Happy
ඔයාට මතකද ඔයා මම ඒකට සම්බන්ධ වුණාම,Bad
ගෙදර පිරිසිදු කරන්න ටිකක් උදව් කළා.,Normal
අදත් නිතර වගේම දවසක්.,Normal
මිතුරන් සමඟ රැඳී ඉන්න එක,Happy
මම ඔයාට ආදරෙයි කියලා කියන්න තීරණය කළා,Happy
මම මගේ සහෝදරියගේ විවාහයට ගියා මම මගේ පවුලේ සියලු සබඳතා මුණගැසුණා විවාහයේ බොහෝ විධිමත් කිරීම් මම කාර්යයෙන් බොහෝ සතුටක් ලැබුවා,Happy
ඇයි මම තවමත් ජීවතුන් අතර,Bad
ඔබ කතා කරන තුරු ඔබ සමඟ ආදරයෙන්,Bad
මම මගේ බෙහෙත් ගැනීම නවත්වන්න යනවා,Bad
නෑ නෑ විශේෂ දෙයක් නෑ,Normal
හිත හරිම සරලයි සතුටින්,Happy
මම හොස්පිට්ල් එකට ගියා,Happy
අද හිතුවේ නැති දෙයක් වුනා ඒත් විශේෂ නෑ,Normal
අද පන්තියේ සාමාන්ය පාඩමක් තිබුණා.,Normal
මම අතුරුදහන් වන එක් දිනක් කවදාද කියලා මම කල්පනා කරනවා,Bad
මම මගේ ගෙවත්තේ එළිමහනේ වාඩි වී මගේ මුහුණට බැබළෙන හරිත හා හිරු එළිය විඳගත්තා,Happy
අද practice questions කිහිපයක් කරලා බැලුවා.,Normal
මගේ මානසික අවපීඩනය ඇත්තටම රෑ බෝ වෙනවා,Bad
අද කුඩා වැඩ ටිකක් හරිම හොඳට කරා.,Normal
හඑම්ඔම් මට වඩාඅ කාඅර්භඅඋල්යෛ මම හෛත්නනේ මම ඔඅවුන්ගේ කාලාස්ය වටඉන්නේ නෑහේ,Bad
මම ඊයේ මගේ පැරණි පාසලට ගියා,Happy
නිතුවට නැති දෙයක් වුනා ගොඩක් සතුටුයි,Happy
මෑතකදී සැතපුම් 2500 කට වඩා එහාට ගිය මගේ සහෝදරියට කතා කරන්න ලැබීම ඇය තිත්ත මිහිරි වුණා ඇය ඉතා සතුටු වන අතර ඇය ඇය ගැන මා සතුටු වුණා,Happy
අද හිතේ බරක් නෑ.,Normal
ඉහළම සැත්කම හෙට,Bad
දවස පුරා විශේෂ දෙයක් සිද්ධ වුණේ නෑ.,Normal
අද wifi එක වැඩ කළා.,Normal
අද පොඩි ගමනක් ගියා.,Normal
මම මිතුරන් සමඟ පොඩ්කාස්ට් එකක සජීවී දර්ශනයකට ගියා,Happy
මම හැමෝගෙම ප්රශ්න හොඳින් විසඳගන්න එන කෙල්ල මම මේ කෙල්ලට ඇයගේම ප්රශ්න තියෙනවා මම ඇයලට පෙන්නුවෙනවා නැහැ උනාට,Bad
හෙට පාසලට ගන්න දේවල් ලිස්ට් කළා.,Normal
ඇනරැක්සිය අවපීඩනය මත්ද්රව්ය භාවිතය සහ සෞඛ්ය පන්තියේ සියදිවි නසා ගැනීම ගැන කතා කිරීම මා මහතා කැත බවත් මා මෙහි නොහිටිය යුතු බවත් මට අවබෝධ කරවයි,Bad
අද පොඩි වැඩ ටිකක් කරගත්තා.,Normal
මට විශේෂ දෙයක් දැනුනේ නෑ,Normal
උපන්දිනයට සුබ පැතුම්,Happy
අද වැඩ ටික සාමාන්ය මට්ටමේ තිබුණා.,Normal
අද පන්තියේදී හොඳම යාළුවා මගේ වැඩේ කඩලා දැම්මා මට හරිම කණගාටුයි,Bad
දෙපස හොඳින් නොබලා පාරේ ඇවිදින්න,Bad
මම අද සතුටෙන් ඉන්නේ,Happy
මට කම්මැලි ලෙස ඉන්න හිතෙනවා අද,Normal
මම මගේ ව්යාපාරයේ විකුණුම් කළා ඒකෙන් මට සතුටු හිතුණා,Happy
අද දවස ගැන විශේෂ දෙයක් නෑ.,Normal
පියවරුන්ගේ දින තෑග්ගක් සඳහා මුදල් ඉතිරි කර ගන්න මට හැකි වුණා,Happy
ඔව් යාළුවෝ මට හිනා වුණා,Bad
අද යාළුවෝ මාව එක්ක සෙල්ලම් කළේ නෑ… මට දුකයි,Bad
අද වැඩ කරන අතර කාලය ඉක්මනින් ගියා.,Normal
අද ඉස්කොලේදී යාලුවා මගේ පිටිපස්සේ නරක දේවල් කිව්වලු මට හරිම දුකයි,Bad
අද අම්මා එක්ක ගෙදර වැඩ කරලා සතුටු වුණා,Happy
මට නිකන් ඉන්න වගේයි,Normal
කමක් නැහැ,Normal
උදේ සිට සවස වෙනකල් වැඩ කරමින් හිටියා.,Normal
සතුටුයි කියලා හිතෙන්නෙත් නෑ,Normal
බස් එකට නගින්න ටිකක් queue එක තිබුණා.,Normal
අද ගෙදර අය සියලුදෙනාම හිටියා.,Normal
මම විරුද්ධභාසයක් වෙනවා මම සතුටු නොවෙනවා දුක නොවෙනවා මම ලස්සන දේවල් වලට සිනාසෙමි හාස්යජනක දේවල් වලට සිනහ නොවෙනවා නමුත් රෑ වන විට මම හැඟීම් සහ සිතුවිලි වල අවුල් ජාලයක් බවට පත් වෙනවා,Bad
ඈත ගිය මගේ යාළුවෙක් මට අපි ගැන විහිළු මතකයක් එව්වා සතුටුයි,Happy
මගේ බිරිඳ සමඟ රසවත් රාත්රී ආහාරය කෑවා සතුටුයි,Happy
මට සෝඩා පානයක් තෑගි ලැබුණා ඒක රසයි සතුටුයි,Happy
අද teacher එක කියපු දේ සරලයි.,Normal
මගේ මිතුරා සමඟ වීඩියෝ ක්රීඩාවක් කරමින් ඵ,Happy
අද උදේ අහස ටිකක් වැස්සා.,Normal
ඔබ ලස්සන හෝ මිය ගියහොත් මිස ඔවුන් ගණන් නොගන්නා බව සත්යයකි,Bad
අද tuition class එකට ගියා.,Normal
අද ගෙදර කතාබහ ටිකක් තිබුණා.,Normal
මගේ යාළුවා අද මට නරක වචනයක් කිව්වා. මට හරිම දුකයි,Bad
ඒක බොහෝ දේ සිදු වන අතර මම ඒක භාවිතා කරනවා,Bad
මම යෝගය නැව්වා,Happy
මම සිහින දකිනවා මම මැරෙනවා කියලා මගේ ජීවිතයේ කවදාවත් එතරම් සහනයක් දැනුණේ නැහැ,Bad
මම ඉතා රසවත් දිවා ආහාරය ගත්තා,Happy
අද යාළුවා මගේ කරපු වැඩක් හොරකම් කළා. මට තරහයි. ඒත් කියන්නත් බෑ,Bad
මම සනුවකින් පසු මගේ බබෙල් බංකු මුද්රණාලය මත ඉදිරියට ගියා,Happy
චිකිත්සාව සෑම විටම මෙන් නරක ය,Bad
මම උාඥාව්න පඅස්ල සතෛය් පෞරම් වාසඅ තබන බව මට කාීව නමඋත් ගෞරව්රෞන්ට් තවමත වඇටුප් ගෙව්නාෟ ොත්,Happy
අද පන්තියේ අවධානය සාමාන්යයි.,Normal
මම එම ස්ථානයෙන් බැස ගිහින් මා ආවෙන මිතුරෙකු පිළිගනු ලැබීය,Happy
සමහර දිනවල මට සියල්ල එකවර දැනෙනවා,Bad
බොඳ වීම සීතල නැහැ වෙනවා,Bad
මම කල්පනා කරන්නේ මම ජීවත් වීමට හෝ මගේ නින්දේදී මිය යන්න යන්නේ කියලා හිතන සෑම දිනකම අවදි වන නරකම දෙය කුමක්ද,Bad
ඒක නැවත ආවාේවා,Bad
මට ජීවත් වීමට වේදනාව දැනිය යුතුය,Bad
මගේ ඔළුවෙනවා කටහඬ වැඩි වෙන්න,Bad
අද ගෙදර සද්ද ටිකක් වැඩියි.,Normal
අද මගේ මනස සැහැල්ලුවෙන් හිටියා. ඒ නිසා දවස සතුටින් ගත වුණා,Happy
මගේ හිත රිදෙනවා,Bad
දිගු වෙහෙසකින් පසු හොඳ නින්දක් ලැබුණා ඒක මට සතුටුයි,Happy
ඔබ මිය යන්න පෙර ඔබම තොප්පිය ආරම්භ කරන්න පෙර ඔබ මානසික අවපීඩනයට පත්වීමට පෙර ඔබ ඉන්න පුද්ගලයා ඔබටම මග හැරේ,Bad
අද දවස සරලව ගෙවුණා.,Normal
අද හිතේ අධික සතුටක්ත් නැහැ.,Normal
අද කුඩා සටහන් ටිකක් සකස් කළා.,Normal
විශේෂ දෙයක් නෑ,Normal
මම මගේ පවුල සඳහා සම්පූර්ණ උදෑසන ආහාරය පිසුවෙනවා,Happy
මම කියනවා ඒක හොඳයි කියලා නමුත් මම කවදාවත් කියන්නේ ඒක රිදෙන්නේ නැහැ කියලා,Bad
ඔව් යාළුවෝ මාව දාලා ගියා,Bad
ගමනේදී සංගීතය අහලා හිටියා.,Normal
අද යාලුවෙක් එක්ක කතා කළා.,Normal
අද කාලය අහම්බෙන් ඉක්මනින් ගියා.,Normal
අද පාඩම් අහලා ගෙදර ආවා.,Normal
ඊයේ රෑ අයාලේ ගිය පූසා අන්තිමට ගෙදර එන පාර හොයාගත්තා ඒකෙන් මට සතුටු හිතුණා,Happy
අද මගේ යාලුවා මාව අනිත් අයට බෑඩ් විදිහට කියලා දැම්මා මට හරිම දුකයි,Bad
අද වෙළඳපොළේ මිල ගණන් වෙනසක් නැහැ.,Normal
වෙලාවට පාසලට යන්න පුළුවන් වුණා.,Normal
මම ඊයේ මුළු දවසම මගේ ආදරය සමඟ ගත කළා සතුටුයි,Happy
ඔව් මගේ වැඩේ වැරදුනා,Bad
මම රැකියාවෙනවාදී හඳුනා ගත්තා,Happy
හැමදේටම එපා කියන්න,Bad
මම මගේ බල්ලා සමඟ පිටතට ඇවිදින විට හිරුගේ උණුසුම දැනුණා,Happy
ඔහු යහපත් දේවල් කරලා විශ්වාසය ගන්න කැමතියි,Happy
ප්රධාන ප්රශ්නය විසඳීම ගැන මම නිසා හැමෝම සතුටු වෙනවා,Happy
අද water bottle එක අරගෙන ගියා.,Normal
යාලුවා එක්ක අද රන්ඩු වුනා දැන් අපි කතා කරන්නේ නෑ මට හරිම කනගාටුයි,Bad
ඔබ හිතන තරම් යමෙකුට ඔබ වැදගත් නොවන බව ඔබට තේරෙන විට ඒක කනගාටුදායකය,Bad
සෙනසුරාදා විශාල ප්රජා අංගනයක් විකිණීමක් තියෙනවා බව මම දැන හිටියෙමි,Happy
අද පන්තියේදී යාළුවා මට උදව් කළේ නෑ මට තනියම කරන්න වුණා අමාරුයි,Bad
මම හී සම්මුඛ සාකච්ඡාවක් ලබා දුන්නා ඒක වෙන කවරදාටත් වඩා මට සතුටක් දැනුණා,Happy
ඔව් දුක වුණ එක අමතක කරන්න කැමතියි,Bad
අද වැඩ කළා එත් හිතට බරයි,Bad
අද පොඩි කාර්යයක් ඉවර කළා.,Normal
ගෙදරට ආපු වෙලාව සාමාන්යයි.,Normal
අද උදේ ටිකක් ප්රමාදව ඇහැරුණා.,Normal
මගේ සැමියා සහ මටමා ඇයගේ නිවාඩු දිනයේ වෙළඳ සංකීර්ණයට ගිහින් කාලගුණය පරිපූර්ණ වුණා,Happy
හරි කම්මැලියි අද,Normal
අද පාඩම් ටික කරා.,Normal
මම මිතුරෙකු සමඟ රාත්රී භෝජන සංග්රහයට ගොස් සහයෝගීතාවයේ විශිෂ්ට සන්ධ්යාවක් භුක්ති විඳෙමි,Happy
අද පන්තියේ කාලය ගෙවුණා.,Normal
ඔබ නොවීමට හේතුව පැහැදිලි කරනවාට වඩා ඔබ හොඳින් ඉන්න බව පවසන්න,Bad
මම පොත් සමාජයකට ගියා සතුටුයි,Happy
අද යාලුවෝ එක්ක පොඩි කතාවක් තිබුණා.,Normal
අද හිතුවෙවත් නැති විදියට මගේ අතින් ලොකු ගානක් වියදම් වුණා,Bad
අම්මා මගේ රථය සෝදා පිරිසිදු කරලා තිබුණා සතුටුයි,Happy
මගේ බිල්පත් නියමිත වෙලාවට ගෙවා තියෙනවා,Happy
සමහර විට යමක් රිදවන තරමට ඒක රිදවන්නේ නැහැ,Bad
අද හිත සාමාන්‍ය විදියට,Normal
අද දහවල් වොඞ්ඒ ට මගේ සැමියා හදිසියේම නිවාඩු සංචාරයක් සඳහා සැලසුම් කළා ඔහු මුළු ගමනටම ටිකට් පතක් වෙන්කර ගත්තා,Happy
අද භූගෝල පාඩම සාමාන්යයි.,Normal
අද ඉස්කෝලේදී යාළුවෝ එක්ක රණ්ඩු වුණා… හරිම දුකයි,Bad
අද අයියාට ටිකක් උදව් කළා.,Normal
මාස ගාණක් කැඩිලා තිබ්බ ජනේලයක් හදලා දුන්නා,Happy
උදේ ඇඳුම් අඳිලා සූදානම් වුණා.,Normal
මගේ නැන්දම්මා මට සල්ලි දුන්නා ඒ නිසා මට තනියම ගන්න බැරි යෝගට් ටිකක් ගන්න පුළුවන් වුණා,Happy
අද හවස සුළඟ ටිකක් තිබුණා.,Normal
අද කාලය වැඩ අතර හරිම මෘදුයි.,Normal
අද මගේ හිත සැහැල්ලුයි,Happy
ඊයෙ රෑ මයි නංගී අතර පොඩි අවුලක් වුණා. එයා තාම පොඩි නිසා මට ඉවසන්න තිබුණා. ඒත් දැන් වෙච්ච දේ වෙලා ඉවරයි,Bad
වැඩ ඉවර කරලා සවස ගෙදර ආවා.,Normal
මගේ ජීවිතයේ අද දවස මට විශේෂයි සතුටුයි,Happy
මට කම්මැලි විදියට ඉන්න හිතෙනවා,Normal
ඔව් අමාරු දෙයක් වුණා,Bad
පාලි නෑ මම කම්මැලියි මම මෙතන ඉඳගෙන කර්මයෙන් ඔබව අවුල් කරන්න ඉඩ දෙන්න,Bad
ඔයා මට කරනවද මම දන්නේ නැහැ මම කියලා,Bad
අදත් ලේසිව ගියා.,Normal
අද එත් හරිම සතුටුයි,Happy
tuition එකේ notes ටික සකස් කළා.,Normal
මම හොඳ කෝපි කෝප්පයක් ගත්තා,Happy
අද කම්මැලි ලෙස ඉන්නවා,Normal
සියදිවි නසාගන්නවා සෑම විටම ඔබේ හිසට හෝ තුවක්කුවක් එල්ලා නොගන්න,Bad
අද මට වැඩට යන්න වුණේ නැහැ,Happy
අද දුම්රිය කාලසටහනට අනුව ධාවනය වුණා.,Normal
ස්පොයිලර් තවමත් ප්රමාණවත් නොවෙනවා,Bad
අද අනපේක්ෂිත වියදමක් වුණා,Bad
කරුණාකර වේදනාව ඉවත් කරන්න,Bad
මට ඕන අයින් වෙන්න ඕන මගුල මෙතනින් අයින් කරන්න,Bad
කඩා වැටේ,Bad
අද කාලය නිතර වගේම ගියා.,Normal
අද වැඩ කරලා හවස නිදාගන්න ගියා.,Normal
අද මායි සුනිල්යි අතර අවුලක් වුනා මම දැන් එයා එක්ක කතා කරන්නේ නෑ,Bad
මිනිසුන් බලා ඉන්න විට මම වෛර කරනවා,Bad
අද කාලය සාමාන්ය ලෙස ඉවර වුණා.,Normal
මම මේ මොහොතේ ප්රතිසංස්කරණය කරමින් ඉන්න පරණ මලකඩ සහිත වැඩ බංකුවක් සෑහෙන ප්රගතියක් ලබා තියෙනවා. නව තීන්ත සමඟ ඒක අලුත් ලෙස පෙනෙනවා,Happy
ජීවිතය කෙටි බව මට මතක් වෙලා හොඳ සම්බන්ධතා වටිනා බව තේරුණා ඒකෙන් මට සතුටුයි,Happy
මට සතුටෙන් ඉන්න පුළුවන් වුණා,Happy
අද හරිම සතුටුයි,Happy
අද හෙටට meal plan එක හදාගත්තා.,Normal
මට හැඟීමක් තියෙනවා වීමට ඕන නැහැනම් මට ඒක තිබිය නොහැකි බව මාව පෑමට මම කැමතියි,Bad
හිත සන්සුන්,Normal
අද මහ කාලකන්නි දවසක්,Bad
අද මට ව්යායාමයක් කරන අතරතුර වේගයෙන් දුවලා ඉලක්කය සම්පූර්ණ කරන්න හැකි වුණා,Happy
කඩදාසි කැපීම ඉතා කුඩා නමුත් ඉතා නරක ය,Bad
මට ගරු කරනවා මම ඔයාට ගරු කරනවා මට අගෞරව කරනවා ඔයාට මගුලක්,Bad
මගේ වෛද්ය පරීක්ෂණ ප්රතිඵල අනුව සෞඛ්ය තත්ත්වය හොඳයි කියලා දැනගත්තා මට සතුටු හිතුණා,Happy
මම මෙතන ඉන්නවා වගේ පෙනුනත් තියෙනවාුළෙන්ම මම කඩෙමින් ඉන්නවා,Bad
කෑම කෑවා.,Normal
අද දවස සාමාන්ය රටාවට අනුවයි.,Normal
හිතට සතුටු හැඟීමක්,Happy
අද වැඩට යෑම සාමාන්ය විදියටම වුණා.,Normal
මගේ මිතුරන් සඳහා සිරගෙවල් සහ මකරුන් ව්යාපාරයක් පවත්වාගෙන යාම ගැන මම සතුටු වුණා,Happy
අද lesson එකේ points ටික ලියාගත්තා.,Normal
හිතාගෙන හිටියට වඩා මුදල් ගියා,Bad
අද ලොකු වෙනසක් දැනුනේ නෑ.,Normal
අහෝ සිසිල් සමාජය තවමත් ගොරෝසු වේවා,Bad
මම අලුත්ම ලස්සන ඇඳුමක් මිලදී ගත්තා,Happy
නෑ ඔහේ පන්ති ගියා,Normal
කරන්න දෙයක් හිතෙන්නේ නෑ,Normal
ඊයේ වගේම අදත් සාමාන්යයි.,Normal
මම අවසානයේ මගේ ලිපිය වැඩ සඳහා ලියා අවසන් කලා,Happy
පන්දු යැවීම කොර වුවත් මගේ පවුලේ අය සමඟ පන්දු යැවීමට ගියා,Happy
දැන් හිත සාමාන්‍යයි,Normal
ඔව් මට අමාරු කළා,Bad
මම ක්රීම් චීස් සමඟ බේගල් එකක් වීමට කැමතියි,Normal
උදේ සිට සවස වෙනකල් නිතර වැඩ.,Normal
මම මගේ පිඟන් සියල්ලම පිරිසිදු කළා සතුටුයි,Happy
