Comments,Sentiment
ඇත්ත ඇති සතින් කතා කල විවාහය ගැහැණියකට අත්‍යවශ්‍යයි ,Pos
coach කසුන් click කරද්දී හිනා උනා ,Pos
අපේ රටේ තවත් දක්ෂ නිළියක් ,Pos
අපේ ශ්‍රියා ගෝෂාල් ශෂිකා miss තමයි ,Pos
ජනගහනයේ විනාශයේ ආරම්භය අධර්මය ,Neu
brother මට ඔයාව contact කරගන්න පුළුවන්ද ,Pos
Redmi එකේ signal අවුලක් තියෙනවද අයියේ ,Neu
ඔයා කිසිදා පාඩමක් ඉගෙන ගන්නෙ නෑ ,Neg
අනේ නියමයි best ශෂිකා දෙන්නම දක්ෂයි ,Pos
දැන් ඉන්න හමුදුරුවන්ට කරුණාවත් නෑ ,Neg
අනික් battle වල steal chance නැද්ද ,Neu
මුන් කරන්නේ සල්ලි හොයන එක විතරයි ,Neg
ආඩම්බරයි බන් නුවර ගැන සිංහලකම ගැන ,Pos
පට්ටම video එක නියමයි ,Pos
රොහිත දිගු ගමනක් යන්න සුභ පැතුම් ,Pos
අපේ හමුදුරුවෝ කියන කතාව හරි ,Pos
ලහිරු නියමයි වැඩේ ,Pos
ලහිරු ඔයා රත්තරන් කෙනෙක් ,Pos
මේ channel එකේ interview එක ඉවර වෙනකම් බැලුවා ,Pos
සිංදුවට set visual එකක් දැක්ක කාලෙකින් ,Pos
නෙහාරා ලහිරුට සල්ලි දීලා program එකට ආව වගේ ,Neg
ගන්න හිතුනා ගාන වැඩි නිසා අත අරලා දැම්මා ,Neu
Wasthi නැත්තම් අද productions එන්න කාලයක් යනවා ,Pos
ඔයා ඔයාගේ අම්මට ආදරේ නම් cigarette බොන එක නවත්තන්න ,Neg
වැඩසටහනේ නමට සිංහල නමක් දාන්න ,Neg
ගෙන මාර ආදරයක් හිතෙනවා හොඳ inspiration එකක් ,Pos
අනේ ලස්සන නංගි කෙනෙක් ,Pos
Garfield ඔයා හොර ගෙඩිය ,Neu
ඇත්තටම ලස්සන song එකක් ,Pos
good boy පට්ට පොරක් ,Pos
මෙයා කතා කරන දේවල් අහන්න ගොඩක් ආසයි ,Pos
අයියේ poco x එකත් video එකක් කරන්න ,Neu
song ලස්සනයි අයියේ එත් video නම් අවුල් ,Neu
Chanux bro පව් බන් ,Neg
Sadun අයියා ඔයා මොන හුට්ටක්ද කරේ ,Neg
අම්මියෝ මේයාගේ වචන වල තියෙන ගැඩ ,Neg
වෙන කිසිම අවුලක් නෑ සුපිරි phone එකක් ,Pos
මම Christian එත් කාටවත් තරහ නෑ ,Pos
මේ දවස්වල laptop එක plug කරලා තියන්න හොඳද ,Neu
වහල්ගේ රට පුදුම කඩේ යීමක් ,Neg
මේකි මහ මුඩුක්කු අම්මන්ඩි කෙනෙක් ,Neg
අයියා ආදරෙයි ගොඩක් ,Pos
අනේ බොරු නොකියා ඉන්න ,Neg
අනේ තෝගේ ගොන් joke පලයන් බන් ,Neg
දවසක මං මේ වගේ කතාවක් මගේ audience එකට කියනවා ,Pos
බලු වැඩ කරන්න එපා ,Neg
අයියේ සිංදුව අහලා comments බැලුවේ ,Pos
කසුන් අද ගහල බන් ඉන්නේ ,Neu
ඒ දවස්වල බනිනවා මූ ,Neg
කවදාවත් කතාවට රවටෙන්න එපා සිංහලයිනි ,Neu
මොන උනත් හොඳ පුතා කෙනෙක් ජය වේවා ,Pos
ගොඩක් හොඳ මහත්මයෙක් බොහොම හොඳ වැඩසටහනක් ,Pos
මං බලලා හරි trending ගෙනාවා ,Pos
ගම්මක් එකෙන්ම bullet එකක් ,Pos
කසුන් අතල් එකක් ගත්ත වගේ ,Neg
අම්බෝ මගේ හීනෙකවත් නෑ ,Neu
හිතෙනවා අපරාදේ කියලා මේක බැලුවේ ,Neg
gaming build එකක් හදන්න කීය වියදම් වෙයිද ,Neu
ගොන් රංජා රංජන් චීතයෙක් ,Neg
voice එකට match වෙනවා song එක ,Pos
ඇපි එකක් ගන්න ගමක් දෙනකොට මෙන්න මෙයා ,Neg
කොයි දැන් තොගේ කට ,Neg
වස්ති පට්ට good luck ,Pos
සමන් අයියාගේ ඒ අලංකාර ටික හොඳටම තියෙනවා ලස්සනයි තිවුර backing පට්ට ,Pos
කොහොමත් ඔයාගේ අන්තිම දේශපාලනය තමයි මේ ගෙවෙන්නේ බබා ඔයාටත් ගෙදරට වෙලා ඉන්න පුළුවන් ලබන පාර මැතිවරණයෙන් පස්සේ ,Neg
කොච්චර ලස්සන දෙයක්ද මේක සිංහල භාෂාව නැති වෙන්න දෙයක් බැ කියලා හිතෙනවා ,Pos
ගොනජාට පිස්සු හමුදුරුවන් මැයලා යවන කාලය ලඟයි ,Neg
මේකට මොකක් හරි ඉක්මනට ගන්න ඕන ආරම්භෙ හදාගන්න ඕන ,Neu
යකෝ admin කෙල්ලේ තමා වැඩද බං අවේලාවේ මතක් වෙන්නේ video දාන්න ,Neg
අයියේ පොඩි කාලේ ඉඳලා tv එකේ දැක්ක පට්ට චරිතයක් තමයි ඔයා පුළුවන් නම් අයියාගේ ජීවිතේ ගැන video එකක් කරන්න කොහොමද tv එකට ආවේ සහ අද ඉන්න තැනට එනකල් ,Pos
රාජපක්ෂේ පවුලේ උන්ට ඇයි කවුද ජනාධිපතිකම දෙන්නේ ,Neg
අනේ හරි ලස්සනයි ඒ හිනාව දුක් විඳලා උඩට ආපු මනුස්සයෙක් ආදරේ හිතෙනවා ,Pos
බම්බුව තමායි කටවෙන් කවුරුත් වැඩ්ඩෝ කරලා පෙන්නන්න කියමුකෝ බොරදියේ මාළු බන්න කවුරුත් දන්නවා ,Neg
මූව කවුද උස්සන්නේ ,Neg
අපි කොහොමද අයියේ ඔයාලගේ වැඩ වලට සම්බන්ධ වෙන්නේ ,Pos
phone ගැනත් මෙහෙම video එකක් කරන්න ,Neu
රංජා වෙඩුවට වඩා හොඳයි රිව්ව නම් කාලකන්නියා ,Neg
ජීවිතය කියන්නේ අනිත් කාටවත් කරදරයක් නැතුව ජීවත් වෙන එක ,Neu
කොච්චර හොඳ තැනකට ආවත් අතල් එකෙන් කතා කරනවා ගොඩක් අය දියුණු උනාම posh වෙනවා english වලින් great respect bro ,Pos
අහන්න ඉන්න ආසයි සිය පාරකට වඩා බැලුවා ,Pos
ලස්සන පද මාලාවක් ft video එකක් අක්කගේ හදට මේ ඔක්කොම mix වෙලා ගොඩක් ලස්සන song එකක් ආව ගොඩක් ලස්සනයි අක්කි ,Pos
මේක dislike දාලා තියෙන්නේ අම්මාලා නැති සහරාන්ගේ උන් අම්මේ ,Neg
හොඳ කොල්ලෙක් රාජපක්ෂ පවුලේද කියලා හිතෙන තරමටම ,Pos
පොලීසියයි හමුදාවයි කරන මෙහෙයුම් වලට බාධා වෙන්නත් පුළුවන් අනවශ්‍ය විදිහට කියවනකොට ,Neu
අද ගොඩක් උන්ට අමතක උනත් youtube එකට ගැම්මක් දුන්නේ උබලායි bro ,Pos
අනිවාර්යෙන් සාදු පුංචි පවුල රත්තරන් කියලා තියෙන්නේ සිංහලයට විතරද ලංකාවේ වැඩිම ළමයි කරන්නේ හොඳටම ඇති ,Neu
good luck මල්ලී අපි ඔයා සමගයි බුදු සරණයි ,Pos
ඉශාදි අක්කියෝ congratulations ලස්සනයි අක්කි ,Pos
තෙරුවන් සරණයි ඔබ වහන්සේ කියූ කතා නම් බොහොම හොඳයි ,Pos
shit මේ වැඩේට professionalම හරිම announcer stephanie අක්කි අනේ ඒයාව දෙන්නකෝ ,Neu
ඔක්කොමලා හොඳට කතා කරනවා හොඳට ඉන්නවා හැබැයි බලය ගත්තහම මන්දබුද්ධික වෙනවා ,Neu
මෙයාගේ violin skill එක දැක්කනම් ,Pos
අමිතා වයස කියද ,Neu
අපිත් පොඩි කාලේ කොණ්ඩේ කැපුවේ deepthi cut ,Neu
අයියේ interview එක ඉවර උනේ කියලා හිතුනා නියමයි ,Pos
මේ මනුස්සයාට සහය දෙන්න ඕන ,Pos
කසුන් මාර අතල් දෙන්නේ අප්පා ,Pos
ගහගන්න වගේ ප්‍රශ්න අහන්නේ ඇයි බං ,Neg
මේ වගේ විහිලුත් කරනවා ලංකාවේ බාගෙකට වඩා තියෙන මිනිස්සුන්ගේ ජීවිත වල කෙදන්ත ඒ හැම එකක්ම මේ වගේ විහිලුවකට ලක් කළ හැකිද වලපල් දොඩවන channel තවත් බිහි නොවේවා ,Neg
මුන් බිව්වේ මව් කිරිද මදු වල වල කිරිද මුන්ගේ ඡන්දය නිසා රට ජාතිය පාවා දෙනවා ,Neg
උබත් ඔක්කොම දන්නවා වගේ නේ උබත් එකනේ කරේ ,Neg
ඔයා හරි ලස්සනයි මං කැමති චරිතයක් ,Pos
ඔන්න දාන්නා කුණු හරප වැඩ කරනවා නේ ,Neg
කසුන් ඔයානම් මරු ආ ,Pos
ආයෙ සින්දු කරන්න එපා මල්ලී ඔයා මලා ගෙවල් වල කුලියට අඬන්න යන්න ගිහින් ඔයාගේ අනාගතය සාර්ථක කරගන්න ඔයා පැයට රුපියල් ට අඬන්න පටන් ගන්න ඔයාට කොටිපතියෙක් වෙන්න පුළුවන් මේ සින්දු වල අඬලා හිටිනවට වඩා ඉක්මනට ,Neu
මොන විකාරයක්ද රටේ සාමාන්‍ය මිනිසෙක් වගේ ගැහැනියෙක් මේවට වැඩිය දේවල් ලංකාවේ තියෙනවා ,Neg
ඇත්ත නංගි ඔයා නම් නියම කාන්තාවක් ඔබට ඉදිරි අනාගතයට ධෛර්ය ශක්තිය ලැබේවා ,Pos
ගොඩක් intelligent කොල්ලෙක් ,Pos
ආදරෙයි අයියේ ලංකාවේ හොඳම ජව සම්පන්න හඬ ,Pos
පට්ට අන්තිම ටික හිතට වැදුනා ,Pos
සුභ සුභ සුභම පතනවා ,Pos
එල ඔකාව මරන්න ඕන රංජන් බල්ලා ,Neg
කසුන් කල්හාර තමයි super අනිත හැම කෙනාටම වඩා රහ හොඳටම දන්නවා ,Pos
සිත් නිවන හඬක් ,Pos
මට තේරුණේ නෑ ,Neg
මෙයාට ඡන්දෙ උගේ ගෙනිවත් දෙන්න ,Neg
ලංකාවට තව මේ වගේ අය ඕන ජය වේවා ,Pos
රංජන්ට කරදර කරන සියලුදෙනාටම දඩුවම් දන්න දෙවියන් වහන්සේ ,Neg
හයෝ ලහිරු කවුද මේ ගෙනාවෙ ,Neg
ඇත්තටම ඇඩුනේ කාටද ,Neu
පට්ට මම ඔයාව දන්නවා ඔයා මාව දන්නේ නෑ මම hilton එකේ chef කෙනෙක් ඔයා නිතරම එනවා but මම හිතුවේ මේ වගේ හොඳ පොරක් කියලා දැන් ,Pos
මම හරිම ආස කරන නිළියක් දැන් ඉන්න අය වගේ නෙවෙයි ,Pos
මෙය කෝටු පනින හාමුදුරුවෝ නේද මුටත් කන්න දෙන්න වියදමක් නැතුව මහන කරපු එකෙක් නේද ,Neg
අනේ ඇයි මේක අයින් කරලා තිබ්බේ ,Neu
අයියේ පිට රටින් බඩු ගෙනල්ලා හදාගන්න පුළුවන්ද ,Neu
අඩෝ උබ හෙන තැන්පත් වෙලාද ,Neu
උඩ බලගෙන කෙල ගැසුවොත් මුහුණට වැටෙන බව ඔබතුමා දන්නවද ,Neg
මු මොන කරලාද රටට මු මොකෙක්ද ,Neg
ඔව් ඔබතුමා තරම් කවුරුත් දක්ෂ නෑ එක හැමෝම දන්නවා ,Pos
අද ලස්සන program එකක් ,Pos
අනේ පුදුම ලස්සනක් හරිම feel මාරයි all the best ,Pos
ගවේෂණය කරන්න ඕන ජීවිත කතාවක් ,Pos
එහෙනම් දඩුවම් විඳින්න ලෑස්ති වෙන්න ,Neg
දිසනා මුනවීර ගෙන්න ,Neu
මම singapore ජීවත් වෙන්නේ මෙහෙ mp ලා රටේ ජනතාවට තැන දෙනවා ,Pos
ලහිරු අයියා ඔයා මේ වැඩේ කරනවට මං කැමතියි tv වලින් එළියට ඇවිල්ලා youtube ආපු එක හොඳයි හැබැයි ,Pos
ඔබතුමියට එන හැම ප්‍රශ්නයකටම මුහුණ දෙන්න ශක්තිය ධෛර්යය ලැබේවා ,Pos
මුන් හැමදාම රජ වෙලා ඉන්නේ නෑ රංජන් මහත්තයා අවශ්‍ය කාලෙට එළියට එනවා ,Neu
degree එකක්ත් අරගෙන ඉන්න නිසා නම් ගොඩක් මදි වගේ නේ ,Neg
ඔයා කාලකන්නි බල්ලෝ හැබැයි රංජන්ට මොනවා හරි උනොත් තොපිට නම් සාපම වෙනවා ,Neg
full cover එකක් කරන්න මං ආසම සින්දුවක් ලස්සනම විදිහකට ,Pos
කසුන්ට ගෙදරින් තමයි ගෙන්න වෙන්නේ මෙහෙම ගියොත් ,Neu
casing එකේ price එක මගේ lap එකේ price එකට සමානයි ,Neg
උබ වැඩ්ඩෙක් මල්ලියේ රැල්ලට යන්න එපා උබේම පාරක පලයන් උබට ජය ,Pos
රංජන් රාමනායකලා කියන්නේ මේ සංසාරේ පුරාවට අකුසල් කරන මිනිස්සු තමයි අපේ හමුදුරුවනේ ,Neg
ඔබ වහන්සේට තියෙන පෞෂත්වය රටේ පාලකයන්ට නෑ බල ලෝභයට රට කෑවා අපේ හමුදුරුවන්ව තම්බි මරන්නම ඔය හැම්බ හත්ත ,Neg
මාර දැනුමක් තියෙන අයියා කෙනෙක් ඔක්කොම explain සුපිරියට තේරෙනවා නියමයි present කරන විදිහ bro pc guide ,Pos
මං ආදරේ කරපු නිළියක් ඔයා බුදු සරණයි ,Pos
කතාවත් උදාහරණයක් කියලා හිතන්න එපා ලංකාව එපා දැන් අය මේ භාෂාව අමතක කරනවා තෙරුවන් සරණයි ,Neu
අයියා මටත් පරණ pc එකක් හරි දෙන්නකෝ ,Neu
ආයෙත් aimy එක්ක video එකක් ඕන ,Pos
කසුන් හෙන අතල් දෙනවනේ අප්පා ශෝක් ආ ,Pos
මං අහපු ලස්සනම intro music එක ,Pos
මේ මනුස්සයත් මහ බ්‍රිතාන්‍ය කියන්නේ ,Neu
රත්තරන් අම්මෙක් අද කාලේ හොයාගන්නම අමාරු ,Pos
අනේ එයා හරි ශෝක් අප්පා එයා එක්ක කතා කළ ඒවා අහන හිටියා පයක් ගියා නෑ ,Pos
mining කරන software එකක් මොකක්ද අයියේ ,Neu
සුපිරි කෙලින් කතා කරනවා තරුණයෙක් වශයෙන් ,Pos
මම ආසම නිළියක් අක්කියෝ ඔයා ,Pos
brother ආසයි ඔයාගේ කතා අහන්න බොක්කෙන්ම කතා කරනවා ඔයා අපේ රටට ආඩම්බරයක් ,Pos
අමු වෙලා කතා සද්ද නැතුව හිටපන් බං ,Neu
පොඩි දරුවා දැක්කම ඇත්තටම මටත් ඇඳුනා ,Neu
තව අවුරුද්දකින් ඔයට වඩා price වැඩි වෙයිද ,Neu
හීනයක් තමයි මගේ ,Neu
ජනාධිපතිතුමා ඔබගේ අවධානයට ගෙන එගන්න තියෙනවා ,Neg
කොල්ලගේ තාත්තාගේ face cut එක coach කසුන් වගේ ,Pos
respect you mr michael ,Pos
මේවා බලන්න එපා සහෝ මල ජරාවක් ,Neg
ලංකාවේ culture එක ගැන කිව්වා එක නම් ඇත්ත ,Neg
එක voice එකක් නෙමේ තනි භාවනාවක් ,Pos
මෙයා නැවත විවාහ උනා වගේ මතකයි ,Neu
කඩු පිහි තියගන්න තැනට තල්ලු කරා උබලාමයි ,Neg
වෙනස පට්ට පොඩි එකත් එක්ක අද video එක සුපිරි ,Pos
wow ඉශාදි නංගි great job congratulations ,Pos
අනේ දෙන්නම මරු අප්පා ,Pos
trending එනවා මෙකනම් ,Pos
YouTube වලට පලවෙනිම හිත ගියේ Wasthi නිසා ,Pos
අර කියන්නේ මිනිස්සුන්ගේ හදවතේ කොටසක් ,Pos
ගොන් අතල් දෙන්න එපා ,Neg
minding කරන හැටි video එකක් කරන්න කොහොමද ,Pos
ඔබලා දෙන්නට වැරදුනේ නෑ මේ රටේ මිනිස්සුන්ටයි වැරදුනේ ,Neg
අද නම් සුපිරි set එකක් ,Pos
time එක යනවා දැනුනෙවත් නෑ අයියා ,Pos
සල්ලි නෑ කියලා මරෙන්න එපා ,Pos
ඔකෙන් stream කරන්න පුළුවන්ද ,Neu
රංජන් හෙට ගානෙන් එන්න ,Neg
අයිවලට Apple Mac Pro PC එකක් use කරන්න නැත්තේ ඇයි ,Neu
ඇයි දිනිති නැත්තේ ,Neu
මේ සිංදුව Dream Star එකේ ආව එකක් ,Neg
ගොඩක් හොඳ ගැහැණියක් හොඳ අම්මා කෙනෙක් ,Pos
අපි එනවා ඔයා එක්ක මල්ලි ,Pos
bro මං උබගේ big fan එකක් ,Pos
adminට නිදා ගිහින් ,Neu
වැල්ගම ගැලපෙන්නේ චන්ද්‍රිකාටමයි ,Neg
නියමයි details ගොඩක් තියෙන review එකක් ,Pos
මොනවා උනත් පට්ට චරිතයක් ,Pos
මුන්ගේ තීරණ වෙනස් වෙන්නේ වචන දෙකෙන් ,Neg
වැඩකට ඇති දෙයක් දාපන් ,Neg
ඔයා අයියාව ආයෙ ආයෙ ගෙනන්න ,Pos
අයියේ price range එක තමයි වැදගත් ,Neu
කුමාර වැල්ගම මහත්මයා ඉතාම අවංක මහත්මයෙක් ,Pos
හොඳ හින්දා හොඳයි නැත්තම් දේලා අඩේ ,Neg
මෙන්න නියම කාන්තාවෝ නියමයි ,Pos
link එකට ගියට models ඔක්කොම නෑනේ ,Neg
උමාරියා ගන්ති හිනා වෙනවා ,Pos
අමාන ගණයක් අර කොල්ල ඉස්සරහ කියන ජරාව ,Neg
අහංකාර දේශපාලකයන්ට වඩා හදවතින් කතා කරන එක වැදගත් ,Pos
music එක මහ කරදරයක් ,Neg
මුන්ව එලවලා උගත් අය එවන්න ,Neu
පව් කියලා හිතෙනවා මොන උනත් ගැහැණියක් නේ ,Pos
අයියා දක්ෂ artist කෙනෙක් නේ ,Pos
මම දැකපු favorite voice එක දුර ගමනක් යනවා ,Pos
අක්කේ මේක බලලා ගොඩක් ඇඩුවා ,Pos
හදවතට කතා කරන මිනිසෙක් ,Pos
මම ලඟදී ඔයාව flower book එකේදි දැක්කා ,Pos
සමිත කරන්න ජරාව වැඩ ,Neg
අපේ හමුදුරුවනේ පෙරමුණ අරගෙන කටයුතු කරමුකෝ ,Pos
ප්‍රිය අයියේ ඔයා price දෙකක් දානවා ,Neu
කටහඬ අහනකොටත් හිනා යනවා ,Pos
අනේ එයාගේ voice අර ,Pos
එකේ සිංදු කිව්ව සතිශ නේද ,Neu
හරිම වටිනා කතාවක් ඔබට ජය ,Pos
මේක නිසා subscribe කරා ,Pos
චමිලා නම තව උඩින් තියන්න ,Pos
ආසාවෙන් බලන්න YouTube channel එකක් Hari TV ,Pos
තෙරුවන් සරණයි අපේ හමුදුරුවනේ ,Pos
අම්මෝ ඇති යන්තම් ,Neu
අඩෝ ඇඟ හිරිවෙලා ගියා යකෝ ,Pos
තොපි වගේ ජාතියක් ලෝකෙ කොහෙවත් නෑ ,Neg
අම්මෝ එක හදවතටම වදින්නෙ ,Pos
next year එරන්දේ දාපු end එක දාන්න ,Neu
එකපාරට දාන්න බැයිද ඔක්කොම ,Neu
ජනතාව බුද්ධිමත් වුණාට දිනන්න පුළුවන් ,Neu
අයියෝ යන්න ගියපු වෙලාවේ ගියානම් අපිට සැනසීමෙන් ඉන්න තිබුණා ,Neg
අයියෝ Hiru Star ගොඩක් දුර ගියා නේද ,Neg
අනේ පව් අර කොල්ල ,Neu
දැන් YouTube morning show අහනවා විතරයි ,Pos
මම use කරන්නේ Redmi ,Pos
ආශීර්වාදය දෙන්නම් හදවතින් ,Pos
ශෂිකා කවුද කියලා අහුවොත් පෙන්නන්න ,Neu
එලියට ගන්න ඉට පස්සේ අනුව වැඩ කරමු ,Neu
වැද්දෙක් නෙවෙයි යකෝ ,Pos
මට නම් ප්‍රශ්නයක් සුබන්දාගේ wife බුද්ධගමට එනවද ,Neu
බොක්කත්ම දැනුනා එක නම් much love ,Pos
අනේ මන්ද අපි කාගේත් කතාව අහනවා ,Neg
මෙතෙක් දැකපු හොඳම විනිසුරු මඩුල්ල ,Pos
මේ වැල්ගමයා මහ ලොකුවට හිතනවා ,Neg
ඔයා තමයි voice Sri Lanka ,Pos
චමර වගේ ඉස්සරහට යන්න තිබ්බ කොල්ලෙක් ,Neg
කිව්ව නංගිට chance එකක් දුන්නානම් ,Neu
අක්කි ඇත්තටම ඔයා ගොඩක් උගත් කෙනෙක් ,Pos
මටත් ඔහොම හිතෙනවා වයසේ වැරද්ද ,Neu
thanks අයියේ ඔයා ලස්සනට කියලා දෙනවා ,Pos
මෙයා නම් නියමයි ,Pos
voice එක විතරක් ඇති බන් ,Pos
stage වල ගොන් joke දානවා ,Neg
අයියේ පලවෙනි view එක මගෙන් ,Pos
අපි දන්නවා bro we trust you ,Pos
කුමාරි අක්කට cartoons වල වගේ voice එක ,Pos
ඔකට අන්තිමට වෙන්නේ aids හදාගන්න ,Neg
මේ දුව ඉතා දක්ෂ ලෙස සිංදුව ගායනා කරනවා ,Pos
super තව මේ වගේ අය ඕනේ ,Pos
ප්‍රියා අයියාගේ බබාව මතක් වෙන අය එකක් දාන්න ,Neu
සුපර් සුදු බණ්ඩා අයියේ ,Pos
සිරා සින්දුවයි video script එක නම් මෙලෝ රහක් නැහැ ,Neu
pc එකකින් සින්දුවක් record කරන්නේ කොහොමද ,Neu
මේකටත් ජනාධිපති වෙන්න ඕන වෙලා ,Neg
මුට ඕන රට විනාශ වෙන්න මු තිරිසන් බලෙක් මු මන්තලයක් නෙමෙයිද බල්ලෝ තොපිට හෙන වදින්න ඕන රට විනාශ කරනවට තොපි මැරිලා ගියත් කමක් නෑ ,Neg
බබාගේ මුන රතු වෙලා නේ පව් මේයාගේ හැඩියාව ,Neg
රසික ප්‍රතිචාර අම්මෝ ඒක ,Neu
බල්ලට කරපු වැඩේ නම් පව් ,Neg
අම්මෝ මේක නම් කොච්චර බැලුවත් එපා වෙන්නේ නෑ කිව්වෙනි partද බලන්නේ කියලත් මතක නෑ ,Pos
සමනේර හාමුදුරුවන්ට වෙන දේ කවුරුත් දන්නවා ,Neu
අයියේ මට ඔයාව contact කරගන්න බැරිද මට pc එකක් build කරගන්නෙ ,Neu
මොන බම්බුවක්ද මේ මේ ළමයා කොච්චර ලස්සනට කිව්වා ශික් එකෙක්වත් හැරෙන්න තිබ්බා powerful voice එකක් ,Neg
ඔබ වහන්සේට දළදා සමිඳු පිහිටයි ,Pos
හිනාව පිටිපස්සේ තියෙන දුක් ගොඩ i respect you and dino ,Neu
ඒ සින්දුවට දුක හිතුන අය කො ,Neu
මේක තම channel එක පට්ට bro ,Pos
මම ආසම කෙනෙක් ඔයා අයියා ඔයා මාව motivate කරනවා ගොඩක් දේවල් වලට ,Pos
දැනට battle round එකේ දැක්ක ලස්සනම battle එක මේක ,Pos
ඔයාගේ කතා හරිම කෙලින් වදින්නම කියනවා නියමයි මිනිස්සුන්ගේ ඇස් ඇරෙන්න කතා කරනවා ,Pos
එක තප්පරයක් skip කරේ නෑ ,Pos
thank you අයියා දිස්නා අක්කාවත් ගෙනන්න wish you all the best ,Pos
ඇත්තම අපේ රටේ english කතා කරනේ පෙන්වන භාෂාවවත් නොදන්නා ,Neu
අයියා කාගේද ළමයා ,Neu
සමාජ සේවිකාවක් මේට වඩා කටේ සංවරය රැකගෙන කතාත් ආදර්ශමත් නොවුණොත් බලේ හැමදාම තියෙන්නේ නෑ උන්ට අබ සරණයි මෙතන් සිට ,Neg
කාලෙකින් අහපු voice එකක් ,Neu
ගොඩක් හොඳ සින්දුවක් ,Pos
dancer කෙනෙක් කියලා මුලදී දැක්කම හිතුණා ,Pos
අනේ මේ කියන එකා කොහොමත් සමාජෙට joke එකක් තමයි ,Neg
derana dream star ආව කෙනෙක් නියමෙට කියනවා ,Pos
මාරම ලස්සන voice එකක් අක්කි ඔයාට තියෙන්නේ wish your all the best ඒ වගේම මේ song එකේ වෙන විදිහට කවදාවත් ආදරේ කරපු දෙන්නෙක්ට මෙහෙම වෙන්න එපා කියලා ප්‍රාර්ථනා කරනවා ,Pos
ඇයි bns තෝරාගත්තේ නැත්තේ ,Neu
සිවුර නැති කරන්නේ තොපිනේ හුත්තෝ ,Neg
මෙච්චර කාලයකට වෙන අයගෙන් අහපු නැති දෙයක් අහුවා වෙන talents මොනවද කියලා එක නම් හරිම අමුතුයි ,Neu
සුජාතා හාමුදුරුවගේ භාවනා මධ්‍යස්ථානය නුවර කොහෙද තියෙන්නේ ,Neu
සුදු අක්කේ ඔයා දිනන්නම ඕන ,Pos
warranty නැතුව වැඩක් නෑ ,Neg
හරිම ලස්සන සුන්දර මනුස්සයෙක් ඔබතුමාගේ සියලුම පැතුම් ඉටුවේවා බුදු සරණයි ,Pos
judgesලා මරු ආ ගෙදර කොහෙද ඉන්නේ ,Pos
redmi එක නම් මමත් බැලුවා ,Pos
විශ්ව අයියේ ඔයා සාධාරණයි ,Pos
අනේ මුන්ට පිස්සු ඔව් උබලට තමයි උරුම ,Neg
indra chapa liyanageටත් invite කරන්නකෝ ලහිරු ,Neu
රංජන් කියන්නේ පෝන්නයෙක් ,Neg
බොරුවකාරියා තොගේ content වල තියෙන බොරු තොට හෙන ගහනවා පෝන්නයෝ බලපන් තියෙන ads ගොඩ ,Neg
දෙන්නටම පිස්සු රට විකුණයි ඔක්කොම හොරූ ,Neg
අපේ රටේ දේශපාලකයෝ පළිගනි කියලා ඒ නිසා ඔයාල නම් පරිස්සමෙන් වැඩ කරන්න good luck ,Neu
අම්මෝ ඒක කිපාරක් අහුවත් එපා වෙන්නේ ,Pos
මේ pc එකෙන් streaming කරන්න පුළුවන්ද pubg play කරන්න පුළුවන්ද ,Neu
කියන්න වචන නෑ සුපිරි වැඩසටහන අද මත් subscribe කරා ,Pos
respect coaches හරිම නිහතමානි හරිම ආසාවෙන් බලන program එකක් ,Pos
ඒ කියන දේ feel වෙනවා එකනම් සුපිරි ,Pos
මූව උස්සලා වැඩක් නෑ ,Neg
ඔයා වැඩේම මටත් උනා අයියේ ol bio කරලා කැලම උනා ,Neu
අයියා ඔබ ඉතාමත් නිහතමානි අවංක ගුණ යහපත් මනුස්සයෙක් ඒ දේවල් සදා රැකගන්න ඔබට ශක්තිය ලැබේවා ,Pos
උමාරියා කෑගහන්න එපා සින්දුව අහන්න වාදක් නෑ ,Neg
ගොන්ජා ගෙනත් එක්ක ගස් වටේ නැටුවට ඔක පෝන්නයා පෝන්න ආණ්ඩුවත් එක්ක එකතුවෙලා දැන් ඔය විකාරෙන් පිස්සෙක් වගේ කියවනවා ,Neg
ඉතින් යකෝ හැම පවුලේම ඔක්කොටම තියෙන්නේ එකම ප්‍රතිපත්තියද නංගි unp උනට අයියාට වෙන ප්‍රතිපත්තිය නැද්ද ඔයා ගිහින් ට පෙන්න ගන්න ,Neg
පොඩි එක කඩුවොත් එම ,Neu
කවුද ඔයි unlike කරපු උබලා සිංහලයෝ නෙමෙයිද ,Neg
මේ වෙලාවේ ලංකාවේ කාන්තා සංවිධාන යම් කිසි හඬක් නැගිය යුතුයි සෙලෙන්න එපා ඔබ ශක්තිමත් වෙන්න ,Pos
අදේ මේයාගේ mic එක mute කරලා කසුන් කියනවා වගේ මට හිතුනේ ,Neu
මොනවා උනත් කොල්ල ලස්සනට sing කළා ,Neu
බුද්ධගම විනාශ කරන්නේත් මුන් තමයි ,Neg
අනේ coach ශෂිකාට මේ වගේ ලස්සන සින්දු තියනවනම් ශෂිකාගේ සමහර ලඟදී ආපු සින්දු වලට කැමති නෑ ඇයගේ දක්ෂතාවය පෙන්න්නේ මේ වගේ සින්දු වලින් ,Pos
