text,mood,label
මේ ලෙඩවෙන අය ලාංකිකයන් උවත් ඔවුන් ලෙඩවුනේ ලංකාවෙදි නොවේ ලෙඩේ ගෙන පැමිණි අය ලංකාවතුල මෙය තාම බෝවුන් නෑ ඒ නිසා සංක්යාලේකන පැවසීමදී විදේශයක සිට පැමිණි අය බව පැහැදිලිව සදහන් කරන්න වියත්මලට මොලේ නෑනෙ අපේ සෞඛ්ය නිලධාරින්ගේ දුඅරදක්නා නුවන හා කැපවීම නිසයි අපි බේරුනෙ ඇත්තටම අපේ රට සැබෑවටම කොරෝනා නැති රටක් බව ලෝකයට පැවසිය සුතුමයි,Happy,2
තාමත් අරූට ඕනෙ ඡන්දෙ තියන්නද බයියනි දැන්වත් නැගිටින්න දැනිවත් ඇහැරෙන්න අපි උඹලට විහිළු නොකර ඉන්නම් දැන්වත් ඇහැරෙන්න,Bad,0
චන්දෙට ඉදිරිපත් කරන අය දැක්කම හොරු අල්ලපු ඇල්ලිල්ල දැක්කම ආර්ථිකය කළමණාකරණය වෙන විදිහ දැක්කම පරිසරය ආරක්ෂා කරන විදිහ දැක්කම කුඩු තොග පිටිං බාන හැටි දැක්කම එක දවසක් හරි චන්දෙ කල් යනවා කියන්නේ ආණ්ඩුව අප්රිය වේගෙන හොම්බෙන් යන්න වෙන සීන් එකක් කියල කට්ටිය දන්නවා මුන්ට රටට හෙන ගැහුවත් බලේ අඩු නැතුව ඕනි,Bad,0
නිරෝධායන මධ්යස්ථානවල කණ්ඩායම් වශයෙන් දැමූ නිසා ඒවා කොරෝනා බෝ කිරීමේ මධ්යස්ථාන බවට පත් වුණා මේ හත් දෙනාට කොරෝනා හැදුනේ කොහෙදිද කියල රටට හෙළි කරන්න ඇයි වේලි වේලි තියෙන හෝටල් ටිකක් අරගෙන තනි තනිව නිරෝධායනය කරන්න බැරි,Bad,0
උබ ආවෙ කොරියාවෙන්ද ඉතාලියෙන්ද උබව දාන්න ඕන ආදාහනාගාරෙකට උබට වැඩකුත් නෑ රටට වැඩකුත් නෑ,Bad,0
පොඩ්ඩ්ඩක් චීනෙ නිරොදායන කදවුරක පොටො එකක් හොයල බලපන් මෙහෙ වගෙ තමා,Bad,0
රඟපාන්න බැරි එව්වොත් පිට පිටම ජනප්රිය නලුවො වෙන කාලයක් මේක බොළඳ ප්රේක්ෂකයො ඉන්නකම් මුන් උඩයයි තවත් හකියාව තියෙනවුන් කොනේ ඉන්නෙ කොනේ,Bad,0
රටවල් දැනටමත් චීනේට නඩු දමා ට්රිලියන ඉල්ලනවා ඇයි අපේ අය සද්ද නැත්තේ සල්ලි වැඩි වෙලාද අඒ රටට ඉල්ලන්න චීනේන් වහාම වන්දි,Normal,1
චීන්නු ඇරියට අපිනම් අරින්නේ නැහැ ලෙඩ්ඩු ඔක්කොම හොදවෙලා ගෙදර යනකම් චීනේ වගේ නෙමෙයි නේ මෙහෙ,Normal,1
අප්පට සිරි වුහාන් දින ඇරියේ දින කින්ද අපේ කන්තෝරු වහලා තමා දවස් යි නේ ඒ කියන්නේ අපිට තව දවස් ක් වත් ඕන,Bad,0
මම නම් කියන්නෙ චීනෙ පෘතුගීසි ලංදේසි ඉංග්රීසි සෙට් එකෙන්ම එක පාර වංදි ගමු රටත් ගොඩ අපිත් ගොඩ මොකද ස්වභාවික එහෙම නෙවෙයි කියල ඔප්පු කරනකන් හිතලු කියල වැඩක් නැහැනෙ ව්යසනයකට වංදි ගන්න අමරුවෙයි අනිත් උන් තුන් ගොල්ලො නම් බඩේ බත් ටික වගෙ වැරදි කාරයො,Bad,0
චීන්නු ළඟ දණින් වැටිල අප්පුච්චා හිඟා කෑව නිසා උන් හිතාගෙන ඉන්නෙ අපි උන්ගෙ වහල්ලු කියල ඉතිං කොහොමද වන්දි ඉල්ලන්නෙ,Bad,0
අද ලංකාව වුනත් මේ අර්බූදයට මෙහෙම හරි මුහුණ දෙන්නේ කොමියුනිස්ට් මහජන චීනයේ ආධාර නිසා චීනයෙන් ඩොලර් මිලියන ක ආධාරය නොවන්න ලංකාව හොම්බෙන් යන්නේ මේ වෙලාවේ ලෝකයේ බොහෝ රටවලට චීනයෙන් ආධාර මේ වෙනකොටත් යනවා,Bad,0
එකම මාවතේ යන්නේ චීන කොමිස් කන පප්පලා සෙට් එක උඹලා කොමිස් කෙලියට අපිට හම්බුනේ කොවිඩ් බං කාලකණ්ණි,Bad,0
ඒ උනාට බෙහෙතක් තාම නැත්තන් කොහොමද චීනේ පාලනය කරේ ආයිත් දෙවනි වටෙන් පටන් ගන්න නෑ කියල කොහොමද තහවුරු කරන්නෙ,Normal,1
එක රටක්වත් චිනය කියන දෙවල් මායිමකට ගන්නෙ නැහැ ලොකෙටම වෛරසය දිලා බොරු දත්ත පලකරලා කාලකනි සතුටක් ලබන ජාරාම ජාතියක්,Bad,0
ඉන්දියාවෙන් ඖෂධ ටොන් ක ප්රදානයක් ඉන්දියාවෙන් ඖෂධ ටොන් ක් ප්රදානයක් ලෙස ශ්රී ලංකා රජයට ලැබීමට නියමිතව ඇත කොවිඩ් අර්බුදය සැලකිල්ලට ගනිමින් මෙම ජීවිතාරක්ෂක ඖෂධ මෙරටට ලබා දීමටයි තීරණය වී ඇත්තේ ඉන්දීය මැති ඇමතිවරැන්ගේ වැටුපෙන් ක කප්පාදුවක් කොරෝනා වෛරසයේ ව්යාප්තිය හේතුවෙන් ඇතිවී තිබෙන ආර්ථික පසු බෑම අවම කර ගැනීම සඳහා ඉන්දියානු අග්රාමාත්ය නරේන්ද්ර මෝදී ඇතුළු කැබිනට් අමාත්යවරුන්ගේ හා මන්ත්රීවරුන්ගේ වැටුප කින් කප්පාදු කිරීම සඳහා කැබිනට් අනුමැතිය ලැබී තිබෙනවා ඉන්දීය ආරක්ෂක හමුදා සිය දිනක වැටුප පරිත්යාග කරයි,Happy,2
අපිටත් මේ දිනය ඉක්මනින් උදා වේවා ඒ වෙනුවෙන් වැඩ කරන සැමට යෝධ බල යෝධ ශක්තිය ලැබේවා දළදා සමිඳු පිහිටයි,Happy,2
කාලයක් පරිසර දුෂණය නැතිවීමෙන් පරිසරය ලස්සන වෙලා දැන් ඉතින් ආයෙත් සර්පයෝ වවුලෝ මරාගෙන කාපල්ලා ඊළඟට අපිට තව එකක් එවලා අපිවත් කාපල්ලා මිට පස්සේ නම් මොන වසංගතේ පැතිරුණත් මම වගේ ඉන්න රටක හිටපල්ලා දුවගෙන අර දුප්පත් මවු බිමට ගිහින් රටම අනාථ කරන්න එපා,Happy,2
සන්තෝෂයක් දැනුනත් මියගිය දහස් ගනන් මිනිසුන් උගත් වටිනා මිනිසුන් කුඩා දරුවන් ඇත්තටම වුණේ කුමක්ද කියලා කවුද දන්නෙ,Bad,0
චීනා හැමදේම ලෝකයට හැංගුවා මුළු ලෝකෙටම කොරෝනා බෙදලා ලොකේ විනාශ කරලා දැන් හැමෝටම පේන්න ජය පැන් බොනවා,Bad,0
ලංකාවට තව මාස නන් ස්ටොප් ඇදිරි නීතිය දැම්මොත් ලෙඩේ කඩා ගන්ඩ පුලුවං,Happy,2
පාටි දාන්නේ කොහොමද චීනයේ දත්ත වලට අනුව ලෙඩේ හැදුනේ කට විතරයි අනෙක් අයට හැදෙන්නේ නැති බවට තියන සහතිකය මොකක්ද ඔය බබාලා අපෙන් මොනවා හරි හැංගනවද මයේ අම්මා කුක්කු පැටියා,Bad,0
කටට රහට මොනව හරි කාල වාහනේ අධිවේගී මර්ගයට දාල කටුනායක ඉඳල කතරගමට පැය න් යන්න ආසයි,Normal,1
රටවල් දැනටමත් චීනේට නඩු දමා ට්රිලියන ඉල්ලනවා ඇයි අපේ අය සද්ද නැත්තේ සල්ලි වැඩි වෙලාද අඒ රටට ඉල්ලන්න චීනේන් වහාම වන්දි,Bad,0
නන්දසේන මහත්තයෝ ඔයා එක පාරක් ඇඳිරි නීතිය දාන්න කිව්වම යුද් ධ කාලේ වත් එහෙම කලේ නැහැ කියලා ඉල්ලන් කෑවා දැන් මේ සෞඛ්ය ඇමති තියාගෙන තවත් සුපිරි කෑමක් කන්න යන්නේ බඩුවකට ඔය සෞඛ්ය ඇමතිකම කරන්න බැහැ එක්කෝ ඕක වැඩක් කරන්න පුළුවන් කෙනෙක්ට සෞඛ්ය ඇමතිකම දෙන්න නැතිනම් ඔබතුමා සෞඛ්ය ඇමතිකම පවර ගන්න තවත් මිනිස්සුන්ව බිලි දෙන්න එපා කාරුණික ඉල්ලීමක්,Bad,0
මේන් පවිත්රාගේ ඇඟේ ගහලා මුන් බේරෙන්න හදනවා ඈ යකෝ එයාර්පෝර්ට් එක වැහුවෙ නැත්තෙ පවිත්රාද ගෝඨාභය ද,Bad,0
පක්ෂෙට දොස්තරල හිඟයක් තියෙනෙ බව පේනව වැවිලි කර්මාන්ත දොස්තර රමේශ් වත් අඩු ගානෙ දාන්න බැරිද එතුමා තැලසීමියා කියන්නෙ මොකක්ද කියලවත් දන්නව නේ,Bad,0
අර පර තම්බියා තමා කෑවේ ඌ මුළු ගමේම ඇවිදලා ගෙවල් යකට ගිහින් උගේ මහා එකටත් බෝ කරලා වයස ඉතින් වයස එක මනුසයෙක් බේරෙයි කියන්න බැහැ මෝඩ තම්බි රට කනවා,Bad,0
ඌව උගේ ගේ ඇතුලටම දාල වහල මැරෙන්න අරින්න ඌට බැහෙත් කරන ශ්රමය තවත් අහිංසක රෝගියෙකුට ලබා දෙන්න,Bad,0
හොරොව්පතාන කිවුලේකඩ මුස්ලිම් පල්ලියේ ඇඳිරිනීතිය සහ අවදානම නොසළකා ක් විතර එකතු වෙලා ඊයේ සිකුරාදා දේව මෙහෙය පවත්වලා පල්ලියේ සභාපතිවරයා ඇතුළු දෙනෙකු අත්අඩංගුවට ගත්තලු එතකොට ඉතිරි අය මුන්ගෙ අාගමික සභාවෙන් කියලා තියෙනවනේද කරන්නෙපා කියලා තෙරෙන්නෙ නැද්ද මුන් අපිව මරන්නද ඔනේ බූරු රැල,Bad,0
අපේ මිනිස්සුන්ට මීටරයක දුරින් ඉන්න පුරුදු නෑ අනුන්ගේ වැරදි හොයන්න මීටරෙන් ඉන්න විතරය් පුරුදු වෙලා තියන්නේ,Bad,0
පිටරට ඉදලා ඇවිත් කාටවත් නොකියා හැංගිලා හිටපු මාරපුත්රයා ගෙදර හිටපු තම අසූ හැවිරිදි පියාට වෛරසය තෑගි කරපු ඔහු ආනන්තරික පාප කර්මය කර ගැනීමට බොහෝ විට ඉඩකඩ ඇත අසූවෙ කෙනෙක් මේකෙන් බේරීමට ලොකු අවස්ථාවක් නැහැ බොහෝ විට රටේ පලමු දැන් වත් හරකුනේ වගකීමෙන් වැඩකරමු,Bad,0
අපේ මිනිස්සු ස්වභාවධර්මය විනාශකරමින් ස්වභාවධර්මයට එරෙහිව යමින් කෘතීම නිශ්පාදන ඇතුලත් කෘතීම ලෝකයක් ගොඩනැගුවා එහි ප්රතිඵලයක් විදියට දැන් ස්වභාවධර්මය විසින් අපිව ප්රතික්ෂේප කරමින් තිබෙනවා හරකුනේ දැන්වත් ස්වභාවධර්මයට එරෙහිව වැඩ කරන එක නවත්තාපල්ලා ස්වභාවධර්මය කියන්නේ ගහකොල සතා සිව්පාවා ඊට ගැලපෙන ආකාරයට ජීවත්වීමයි එතකොට ගහකොල සහ සත්තු ඒ ආකාරයට ජීවත් වුණත් මිනිසා කියන සතා තුල මිනිස් ගුණ නැහැ කරුනාව මෛත්රිය දයාව නොමැතිකමත් ස්වභාවධර්මයට එරෙහිවීමකිමිනිසා මිනිස් ගුණ විනශකරගෙන පමනක් නොව ගහකොල සතා සිව්පාවත් විනශකරලා තමයි ස්වභාවධර්මයට එරෙහිවෙලා තිබෙන්නේ,Bad,0
කොහොමටත් ජන අනුපාතයට අනුව අපිට තියෙන දැඩි සත්කාර ඇඳන් ප්රමාණය මදියි ඒ නිසා මේ වෙලාවේ හදිසි අවශ්යතාවයක් ලෙස සලකලා ඒ ඇඳන් ප්රමාණය දෙගුණයකින් වැඩි කලත් ඉදිරියේදී පාඩුවක් වෙන්නෙ නැහැ ලංකාවේ දැඩි සත්කාර ඇඳන් තියෙන්නෙ ජනගහනයෙන් ලක්ෂයකට යි චීනයේ ඉන්දියාවේ එංගලන්තෙ කොරියාවේ ඉතාලියේ ජර්මනියේ ඇමරිකාවේ,Happy,2
කොරෝනා සැදුනු රටවල් ලිස්ට් එක බලන්න වැඩියෙන් හැදිලා හා මැරිලා තියෙන්නෙ පෝසත් රටවල් ලංකාව ඇතුලු දුප්පත් ආසියාතික රටවල් හා ඇෆ්රිකන් දකුනු ඇමරිකානු රටවල රෝගීන් ගනන හා මරන අවමයි මම හිතන්නෑ ඒකට හේතුව දුප්පත් රටවල ඇති විශිෂ්ඨ නායකත්වය කියලා වෙන කුමන හෝ හේතුවක් තිබිය යුතුයි,Happy,2
කොරොනවට පිරිත්සිලින් පෙත්තක් බී වෙදනාවට පිරිත්සිටමොල් පෙත්තක් බී හිසෙහි පිරිතාලෙපය ගා ගන්න,Normal,1
පියුමි ඔයාගේ කුක්කු දැකලා අපිට එපා වෙලා අප්පා වෙන මොකුත් ගත යුත්තක් නැද්ද,Normal,1
අවලං වැඩ කරලා පවුල කඩා ගත්තු බ ලු ගෑනුන්ට නං එහෙම තමයි පේන්නෙ දැන් ඉතින් ඉරිසියාව,Bad,0
අම්මෝ ප්රියසාද් කෙල්ලො තුන්දෙනාගේ ලස්සන දිනක්සි ශේෂාද්රි සනුද්රි මම දැකපු ලස්සනම කෙල්ලො තුන්දෙනා,Happy,2
ඩියුටිෆ්රී එක කියන්නේ අන්ත දූෂිත තැනක් දන්න නිසා කියන්නේ එතැන ඉන්න එව්න් ම හොරු තක්කඩියෝ කාලකන්නි,Bad,0
ඩියුටි ෆ්රී එක විතරක් නෙවෙයි මුළු එයාර්පෝට් එකේ ඉන්න බොහොමයක් අය මහා සක්කිළි,Bad,0
ගෝඨාගේ ඇමරිකානු පුරවැසිභාවය ඉවත් කිරීමේ ක්රියාවලිය තවම අවසන් නෑ කොළඹ ඇමරිකානු තානාපති කාර්යාල ප්රකාශිකාව කියයි ගෝඨාට දාන ඡන්ද වතුරේ ගෝඨාභයගේ නම අවසන්වරට නොවැම්බරයේ නිකුත් කළ ෆෙඩරල් රෙජිස්ටරයේ ද නැත ඒ අනුව ඔහු තවම ඇමරිකානුවෙකි ගෝඨාභයට දෙන ඡන්දය වතුරේ යන ඡන්දයකි මන්ද ඔහු දිනුවත් සුළු ඡන්ද පෙත්සමකින් දැන් ඒ බව ඔප්පු කළ හැකි නිසා ය ඇමරිකානු තානාපති කාර්යාල ප්රකාශිකාවගේ කතාව ද හොඳම සාක්කියකි,Bad,0
සජිත් ටක්කෙටම දිනනවානම් ගෝඨාගෙ පුරවැසිකමක් මත්තේ මුන් මේ තරමටම නහින්නේ ඇයිදැයි කවුරුන් හෝ පහදා දෙනු මැනවි,Bad,0
උඹලා වගේ උන් ආතක් පාතක් නැති එකෙක් හරි ලොකු ටෝක් එකක් දීගන ආවාම හරක් වගේ ගිහින් චන්දෙ දෙනවනේ ටීවී චැනල් වලත් පාලු ගෙයි වලං බිඳිනවා වගේ පාඩම් කරලා හරි ටෝක් දුන්නට ප්රශ්ණයක් ඇහුවම අයියා දිහා බලනවා අයියත් දන්නෙ නැති එකක් ඇහුවම කබ්රාල් දිහා බලනවා,Bad,0
මොන්ගලගේ මඩ බලකාය උදේට වෙන ජොබ් හොයා ගනිල්ලා මොංගල් පියසිරි උබලට රස්සා දෙන්න ආයේ එන්නේ නැහැ අපරාදේ ඌ මේ ගොන් හරක්ට වියදම් කල සල්ලි බලු කපුටු දානයක් දුන්නනම් යන තැනකටවත් වැඩක් වෙනවා,Bad,0
දෙරන සජිත් දිනුම් බව පිලිගනී දින පැවති වැලිගම ගාල්ල කලුතර කිසිම රැස්වීම් වල ජන ගග වාර්ථ කිරීමට බයඋනා සෙල්ලම් හරි යන්නේ නැති බවත් රටේ උතුර නැගෙනහිර ඇරුනම බහුතර ආසන ජයගන්නේ සජිත් බව දෙරන නොකියා කියයි කතා කරපු හමුදුරු සෙට් එකේ කයිවාරුව මොනවගේද කියා රැ නිවුස් අපි බලන් ඉන්නවා,Normal,1
සජිත් ගෝටාට අනුරට ඕනි එකෙක්ට දීලා ජනාදිපති කරන්න හැබැයි මතක තියාගන්න මහා මැතිවරණයෙදී මොලේ කල්පනා කරලා චන්දේ දෙන්න නැත්නම් දීපල්ලා විමලේටයි ගොම්මන්පිලටයි තාත්තා කිව්වා නිසා පල්ලි නොගිය එකටයි රනිලටයි ගොන්ජලටයි ඕකුන් පාර්ලිමේන්තුවේ ඉන්න තාක්කල් වැඩක් නම් වෙන් නෑ,Bad,0
ඇමරිකානු පුරවැසිභාවය ඉවත් කිරීමේ මූලික කටයුතු සිදු කරන්නේ අමෙරිකානු තානාපති කාර්යාලය වන අතර පුරවැසිකම ඉවත් කර ගැනීමට අදාල දිව්රුම සහ ඉල්ලුම් පත්රය තානාපති කාර්යාලයට ලබා දීමෙන් අනතුරුව එය වොෂින්ටනයේ රාජ්ය දෙපාර්තමේන්තුවට යොමු කෙරේ රාජ්ය දෙපාර්තමේන්තුවෙන් පුරවැසිභාවය අහෝසි කිරීමේ සහතිකය ලබා දෙන අතරම ඒ පිළිබඳ ඉතිරි කටයුතු කිරීම රාජ්ය දෙපාර්තමේන්තුවට පරිභාහිර ආදායම් බදු දෙපාර්තමේන්තුව වෙත යොමු කෙරේ පුරවැසිභාවය ඉවත් කිරීමේ ක්රියාවලිය අවසන් වන්නේ ආදායම් බදු දෙපාර්තමේන්තුව විසින් ෆෙඩරල් රෙජිස්ටරයට අදාල පුද්ගලයාගේ නම ඇතුලත් කිරීමෙන් පසුව ය මෙය දිගු කාලයක් ගන්නා ක්රියාවලියක්,Normal,1
කවුද පළවෙනියා කියලා හොයන්න තමයි චන්දෙ තියන්නෙ නුබලා මෙතන මානසික ආතතිය ය ඇති කරගන්න ඕනැනෑ වෙනිදා සවස තෙක් ඉවසනු මැනවි,Normal,1
මැකො මේකටත් උත්තර දෙනවද ලියල නැතුව ලිව්වොත් චන්දෙ කැන්සල් වෙනවද නැතුව යි හරි විතරක් හරි විතරක් හරි ලිව්වොත් මොකක්ද වෙන්නෙ,Normal,1
මේ වගේ මැනික් කැට අපේ රටෙන් මතු කරගන්න ඹ්නෙ මොන තරම් කර්කශ දුෂ්කර මාර්ග තිබුනත් අධිෂ්ඨාන ය ඇති මේ වගෙ ලමයි බාදක ගනන් නොගෙන තමන්ගෙ ඉලක්කයට ලගා වෙනව රටක දියුනුවට මේ වගේ මතුවි්ම් ලොකුවට බලපානව ජයවේවා ඔබට තව තව අලුත් දේවල් කරන්නට හැකියාව ලැබේවා,Happy,2
ටොයියන් මේ ළමයා ලවා හදිස්සියේම චන්ද්රිකාවක් යැවුවේ රාජපක්ෂවරු ගැන ඇති දැඩි වෛරය නිසාත් ඒ පවුලේ ළමයෙකුට හිමි කීර්තිය යටපත් කිරීමටත් හැර වෙන මොනවටවත් නොවේ,Happy,2
සම්පූර්ණ ඇත්ත මේක චිච්චි බේබි හාමුට කරපු සහ ගහන අපහාසයක් වෙනිදාට පස්සේ අපි ඔය චන්ද්රිකා ව කැරකෙන එක නවත්ත්වනවා,Bad,0
මේ නම් බයි වෙස් ගත් තැනත් නොතැන ත් පහරන ටොයියෙ කි,Bad,0
අපි ගැන පුදූම ආදරයක් නේ ඔව් ඉතින් චන්දෙ ලග නිසා බෙදන්න එහෙම නෙවෙයි වෙන්න ඔනේ,Bad,0
බෝතල් ක් කෙසේ වෙතත් බෝතල් ක් ගන්නෙත් පුදුම අමාරුවකින් කොහෙ තියන සල්ලිද ලිමිට් වැඩි කලාට වැඩක් නෑ බදු අඩුකරපියව්,Bad,0
අපි හරි පුදුම ජාතියක් පාන් තෙල් හාල් ගැස් පොල් එළවලු මෙකී නිකී දේවල් සුළුවෙන් හෝ වැඩි වෙනකොට බෝඩ් කලි අල්ලන් පාරේ තප්පුලනවා වලට වොයිස් කට් දෙනවා පත්තරවල පිටුගණන් දුක ලියනවා නමුත් අරක්කු සිගරට් නහුතෙට වැඩිවුනත් මීක් නැහැ හැබැයි හවසට බාර් ළඟ මීමැසි පොදි පෝය එනවනම් ආදී ගණන් දිග පෝලිම් හරියට අරක්කු හෙටින් ලෝකෙන්ම තුරන් කරන්න නීතියක් ඇවිත් වගේ ඇත්තටම හිතුවොත් මීට අවුරුදු කට පෙර ජීවන වියදමඅත්යවශ්ය දේවල්අද වගේම සමානයි සුළුවශයෙන් එහා මෙහා වුනත් නමුත් අපි කොත්තු කනවා ක් දීල ෆ්රයිඩ් රයිස් කනවා ක් දීල දේවල් කියල කුකුල් කටු කීපයකට ක් ගෙවනවා හවසට බාගයක් නැතුවම බැහැ ඔන්න ඕක නිසා තමා ජීවන් වියදම් ඉහලගියේ,Bad,0
මංගලයා අපිට කර්පට් වෙන්න බොන්න දීල තමයි චන්දෙ ගන්න ට්රයි කරන්නෙ,Bad,0
දැන් මට කසිප්පු බෝතල් කීයක් ලඟතබා ගන්න පුලුවන්ද ඇයි යකෝ රට බීම වල තියෙන්නෙත් ඇල්කොහොල් කසිප්පු වල තියෙන්නෙත් ඇල්කොහොල් මුන් නීති ලිහිල් කරන්නෙම ලොකු මිනිහටනෙ පොඩි මිනිහට සුලං තමා මතට තිත කෙසේ වෙතත් තිතට මත තමා දැන්,Bad,0
නීත්යානුකූලව විකුණන මත්පැන් වල තියෙන්නෙ ඊතයිල් ඇල්කොහොල් විතරක් වුනාට කසිප්පුවල මීතයිල් ඇල්කොහොල් කිසියම් ප්රතිශතයක් අඩංගු වෙන්න පුළුවන් මීතයිල් ඇල්කොහොල් මිලිලීටර් ක් බිව්වොත් ඇස් අන්ධ වෙනවා මිලිලීටර් බිවිවොත් මැරෙනවා මිනිස්සු කසිප්පු බීල මැරෙන්නෙ මීතයිල් ඇල්කොහොල් නිසයි,Bad,0
තවත් මැතිවරණ නීතී කැඩීමක් වගේ මේවා මංගලගේ කුරුදු මොළේ තමයි ජනපති මතට තිත මංගල තිටත මත තව ටිකදවසකින් කියයි දඩ මස් කිලෝ ලග තියගන්න පුළුවන් මැණික් පුළුවන් ඩොලර් ලක්ෂයක් තියාගන්න පුළුවන් රත්තරන් කිලෝ තියගන්න පුලවන්නිධන්,Bad,0
ඔව් ඔව් රටක් ඉදිරියට යන්න නම් මේව තමයි ඕන බොන උන් වැඩි කරන්න එතකොට සිංහලය නැතිම වෙලා යාවි ජයවේවා,Bad,0
බුඩිස්ට් රටට මත්පැන් තිබුනම මොකද බොන්න ඕන එකා බීල නැති උනාවෙ නොබොන එකා කොහොමත් බොන්නෙ නැහැ බුදුන්වහන්සේ බොන්න එපා කියල නීති දාල නැහැ ඕගොල්ලන්ට වගේ බිවුවොත් මේ මේ දේවල් වෙනව කියල දේශනා කරල තියෙන්නෙ තමන්ට ඒ ගැන තනිව හිතල තීරනයක් ගන්න අයිතිය තියෙනව,Happy,2
බොදු ද මුස්ලිම් ද හින්දු ද ක්රිස්තියානු ද යන්න රෝගයට අදාල නැත මේ අපේ ප්රවෘති වාර්තාකරණයේ සදාචාරයයි ලැජ්ජයි ගොසිපො,Bad,0
එකම නිවසේ සිටි ඥාතී දියණියට හැදෙන්ඩයි එම නිවසේ සිටි පුතාලට නොහැදෙන්නේ කොහොමද නානා,Bad,0
කෝමද බං එක නිව්සෙ ක් හිටියෙ මුන්ට ආගම ජාතිය වෙනුවෙන් පැටව් ගැහුවට හුස්මක් අරන් නිදහසේ ජීවත් වෙන්න ආසාවක් මොලෞඅක් නැද්ද,Bad,0
ඉරානේ පල්ලි වලට ජනතාව එක්රැස් වන එක සීමා නොකිරීම කොරෝනා පැතිරීමට ප්රධාන හේතුවක් කියලා ඒ රටේ මිනිස්සුම කියලා තිබ්බා සිරිපාදේ උනත් පහුගිය දවස් දෙකේ සැහෙන තදබදයක් තිබ්බලු තව සති දෙක තුනක් යනකන් මේ දේවල් නත්වන්න ඕන,Bad,0
කලින් කිවුවෙ ඔහොම නෙවෙඉනෙ බයවෙන්න එපා කලබල වෙන්න එපා කියලනේ ඇයි දැන් කලබල වෙලා පන්ඩිත මාධ්ය කාරයොත් එක්ක කියවන්නෙ කලින් කිවුව විඩියයටම ආ මේක පොඩි වෛරස් එකක් කියල සැහැල්ලුවෙන් ඉන්න මෝඩ මාධ්ය,Bad,0
ඒක නම් ඇත්ත හැම වෙලේම කිව්වේ අනියත බියක් ඇති කරගන්න එපා කියලා බය නැති උනොත් ඉතින් හැම තැන ම යයි,Bad,0
බුදු දහම යනු චතුරාර්ය සත්යයි දුක දුකට හේතුව දුක නැති කිරීමේ මාර්ගය දුක නැතිකිරීම බුදු දහමේ සමුහ කර්ම යනුවෙන් විස්තර වන්නේ මෙයයි කෙළවරක් නොපෙනෙන සසර තුල බෞද්ධ මෙන්ම අබෞද්ධ අයටත් අනන්ත අප්රමාන දුක් කරදර වලට මුහුණ දීමට සිදු වේ මේ දුක් කරදර වලින් මිදීමට අපතුලම ඇති ශක්තිය බුද්ධිය භාවිත කරන්නේ කෙසේද යන්න බුදු දහමෙන් ඉගැන්වේ සිතේ නිවීම නොහොත් නිර්වානය ලගා කරගැනීමට අපිට මේ ආත්මභාවයේදීම හැකියාව තියෙනව,Happy,2
චිනේ එහෙම බෞද්ද රටක් නෙවයි බන් උන්ගෙන් ගොඩක් උන් අදහන්නේ පරණ අයව සහ වෙනත් ඇදහිලි ක්රම බුද්දාගමේ ය ක් වගේ ඉන්නේ,Normal,1
කාලකන්නි තම්බි හැමටදේම කොහෙන් හරි සම්බන්දයි ඕකුන් නම් මැරෙන්න දෙන්න තියෙන්නේ අපිට බෝම්බ ගහලා කරපු දේවල් නිසා ලංකාවට ආදරේ එක තම්බියෙක් නැහැ ඔක්කොම යටින් ගේම් ගහන එයුන් ඉන්නේ උඩින් හොද පෙනගෙන,Bad,0
දැන් උබ මොකක්ද කරන්න කියන්නේ මුස්ලිම් උන් සේරම සමුහ ඝාතනය කරන්නද ත්රස්තවාදීන්ට අන්තවාදී කණ්ඩායම් වලට වගේ හතර අතට වෙඩිතියාගෙන බෝම්බ දාගෙන යන්න රටකට බැහැ ප්රබාකරන්කට අපි වයිර කරාට කදිරගාමර් මුරලීධරන් වගේ අයට හොද මිනිස්සු හිටියේ නැද්ද ඒ මිනිස්සු රටට සේවය කරේ නැද්ද අපි ඒ මිනිස්සුන්ට ආදරේ කරේ නැද්ද අපේ හමුදාවේ ඉහල පුටුවල රටට ආදරේ කරන මුස්ලිම් නිලධාරීන් නැද්ද මරනවා නම් මරන්න ඕන මුස්ලිම් උන්ව නෙවෙයි රටට ද්රෝහීවෙන සේරම උන්ව ඒකට ජාතිබේද ආගම්බේද නෑ එහෙම කරන්න පුළුවන් දවසක් වැරදිලාවත් ආවොත් එදාට මම උබත් එක්ක එහෙම නැතුව මේවයේ කොටලා නැති ප්රශ්න මවලා වැඩක් නෑ මොකද දැනටමත් අපි අම්බානක ප්රශ්න තියෙන රටක්,Happy,2
සහරාන් බෝම්බ ගැහුවා කියලා මුස්ලිම් උන් සේරම මරන්න ඕන නම් බෝම්බ ගහනවා කියලා දැන දැන සද්ද නැතුව ගෙවල් වලට වෙලා උන්ගේ පවුල්වල උන්ව විතරක් බේරගත්ත සිංහල දේශපාලකයන්ට මොනවද කරන්න ඕන උන්වත් අපි මරනවද නෑ උන්ව අපි ආයෙත් සැරයක් වැඩිම චන්දෙන් පාර්ලිමේන්තු යවනවා ආයෙත් මුල ඉදන් හිතපන් මචන්,Bad,0
අනෙ බන් මුස්ලිම් එකාට ඕක බෝ කරල තියෙන්නෙ අපෙ සින්හල එකෙක්,Bad,0
